id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
1625,Radford University,radford-university,Public,Coed,$$,7967.0,"75% of 16,013 applicants were admitted",71.3,"  $11,350","  $22,985",Rolling,,,,801 East Main Street,Radford,VA,24142
38,Ramapo College of New Jersey,ramapo-college-of-new-jersey,Public,Coed,$$,5574.0,"66% of 7,331 applicants were admitted",87.8,"  $14,678","  $24,229",February 1,,,,505 Ramapo Valley Road,Mahwah,NJ,07430-1680
2051,Randall University,randall-university,Private,Coed,$$,225.0,Not reported,60.0,"  $15,332","  $15,332",,,,,"3701 South I-35 Service Road, PO Box 7208",Moore,OK,73160-1208
1626,Randolph-Macon College,randolph-macon-college,Private,Coed,$$$,1543.0,"71% of 2,460 applicants were admitted",84.0,"  $43,940","  $43,940",March 1,,,,PO Box 5005,Ashland,VA,23005-5505
1627,Randolph College,randolph-college,Private,Coed,$$,565.0,"90% of 1,177 applicants were admitted",68.0,"  $25,610","  $25,610",March 1,,,,2500 Rivermont Avenue,Lynchburg,VA,24503
3195,Rasmussen College - Blaine,rasmussen-college-blaine,Private for-profit,Coed,,476.0,Not reported,,"  $17,145","  $17,145",,,,,3629 95th Avenue NE,Blaine,MN,55014
3247,Rasmussen College - Fargo,rasmussen-college-fargo,Private for-profit,Coed,,225.0,100% of 66 applicants were admitted,,Not reported,Not reported,Rolling,,,,4012 19th Avenue South,Fargo,ND,58103
3249,Rasmussen College - Fort Myers,rasmussen-college-fort-myers,Private for-profit,Coed,,705.0,100% of 189 applicants were admitted,,Not reported,Not reported,Rolling,,,,"9160 Forum Corporate Parkway, Suite 100",Fort Myers,FL,33905
2067,Rasmussen College - Lake Elmo/Woodbury,rasmussen-college-lake-elmo-woodbury,Private for-profit,Coed,,305.0,100% of 90 applicants were admitted,,Not reported,Not reported,Rolling,,,,8565 Eagle Point Circle,Lake Elmo,MN,55042
3233,Rasmussen College - Mokena/Tinley Park,rasmussen-college-mokena-tinley-park,Private for-profit,Coed,,468.0,100% of 211 applicants were admitted,,"  $13,212","  $13,212",Rolling,,,,8650 West Spring Lake Road,Mokena,IL,60448
3234,Rasmussen College - Moorhead,rasmussen-college-moorhead,Private for-profit,Coed,,417.0,100% of 114 applicants were admitted,,Not reported,Not reported,Rolling,,,,1250 29th Avenue South,Moorhead,MN,56560
3245,Rasmussen College - New Port Richey,rasmussen-college-new-port-richey,Private for-profit,Coed,,644.0,100% of 147 applicants were admitted,,Not reported,Not reported,Rolling,,,,8661 Citizens Drive,New Port Richey,FL,34654
3246,Rasmussen College - Ocala,rasmussen-college-ocala,Private for-profit,Coed,,1356.0,100% of 313 applicants were admitted,,Not reported,Not reported,Rolling,,,,4755 SW 46th Court,Ocala,FL,34474
3196,Rasmussen College - Tampa/Brandon,rasmussen-college-tampa-brandon,Private for-profit,Coed,,1020.0,100% of 261 applicants were admitted,,"  $17,529","  $17,529",Rolling,,,,"4042 Park Oaks Boulevard, Suite 100",Tampa,FL,33610
765,Reed College,reed-college,Private,Coed,$$$,1483.0,"35% of 5,957 applicants were admitted",88.0,"  $58,440","  $58,440",January 15,,,,3203 Southeast Woodstock Boulevard,Portland,OR,97202-8199
1968,Regent University,regent-university,Private,Coed,$$,4413.0,"86% of 2,344 applicants were admitted",78.0,"  $20,120","  $20,120",Rolling,,,,1000 Regent University Drive,Virginia Beach,VA,23464-9800
43,Regis College,regis-college,Private,Coed,$$$,1353.0,"79% of 2,256 applicants were admitted",89.0,"  $42,650","  $42,650",February 1,,,,235 Wellesley Street,Weston,MA,02493
694,Regis University,regis-university,Private,Coed,$$$,3961.0,"60% of 7,282 applicants were admitted",79.0,"  $36,810","  $36,810",Rolling,,,,3333 Regis Boulevard,Denver,CO,80221-1099
1334,Reinhardt University,reinhardt-university,Private,Coed,$$,1432.0,"92% of 1,128 applicants were admitted",65.8,"  $24,300","  $24,300",,,,,7300 Reinhardt Circle,Waleska,GA,30183-2981
49,Rensselaer Polytechnic Institute,rensselaer-polytechnic-institute,Private,Coed,$$$,6241.0,"47% of 18,635 applicants were admitted",92.0,"  $55,375","  $55,375",January 15,,,,110 8th Street,Troy,NY,12180-3590
1357,Resurrection University,resurrection-university,Private,Coed,,602.0,Not reported,,"  $38,448","  $38,448",,,,,1431 N. Claremont Avenue,Chicago,IL,60622
54,Rhode Island College,rhode-island-college,Public,Coed,$$,6432.0,"78% of 4,749 applicants were admitted",74.8,"   $8,929","  $21,692",March 15,,,,600 Mount Pleasant Avenue,Providence,RI,02908-1991
70,Rhode Island School of Design,rhode-island-school-of-design,Private,Coed,$$$,2009.0,"26% of 3,832 applicants were admitted",92.4,"  $54,890","  $54,890",February 1,,,,2 College Street,Providence,RI,02903-2784
1629,Rhodes College,rhodes-college,Private,Coed,,1973.0,"45% of 5,207 applicants were admitted",92.0,Not reported,Not reported,January 15,,,,2000 North Parkway,Memphis,TN,38112-1690
731,Rice University,rice-university,Private,Coed,$$$,3989.0,"9% of 27,087 applicants were admitted",97.5,"  $49,112","  $49,112",January 1,,,,"6100 Main Street, PO Box 1892",Houston,TX,77251-1892
82,Rider University,rider-university,Private,Coed,$$$,3763.0,"71% of 9,388 applicants were admitted",76.8,"  $42,860","  $42,860",Rolling,,,,2083 Lawrenceville Road,Lawrenceville,NJ,08648-3001
1631,Ringling College of Art and Design,ringling-college-of-art-and-design,Private,Coed,$$$,1658.0,"64% of 2,557 applicants were admitted",84.3,"  $47,970","  $47,970",Rolling,,,,2700 North Tamiami Trail,Sarasota,FL,34234-5895
816,Ripon College,ripon-college,Private,Coed,,756.0,"70% of 2,900 applicants were admitted",78.0,Not reported,Not reported,Rolling,,,,"300 Seward Street, PO Box 248",Ripon,WI,54971
88,Rivier University,rivier-university,Private,Coed,,1349.0,"68% of 2,271 applicants were admitted",73.0,Not reported,Not reported,Rolling,,,,420 South Main Street,Nashua,NH,03060
1632,Roanoke College,roanoke-college,Private,Coed,$$$,2005.0,"75% of 5,453 applicants were admitted",77.8,"  $46,870","  $46,870",Rolling,,,,221 College Lane,Salem,VA,24153-3794
93,Robert Morris University,robert-morris-university-moon-township-pa,Private,Coed,$$,3770.0,"84% of 5,956 applicants were admitted",82.9,"  $32,130","  $32,130",Rolling,,,,6001 University Boulevard,Moon Township,PA,15108-1189
1406,Robert Morris University,robert-morris-university-chicago-il,Private,Coed,$$,2003.0,"16% of 2,705 applicants were admitted",49.0,"  $28,530","  $28,530",Rolling,,,,401 South State Street,Chicago,IL,60605
97,Roberts Wesleyan College,roberts-wesleyan-college,Private,Coed,$$,1293.0,"49% of 1,882 applicants were admitted",79.4,"  $32,494","  $32,494",Rolling,,,,2301 Westside Drive,Rochester,NY,14624-1997
378,Rochester College,rochester-college,Private,Coed,$$,1044.0,100% of 432 applicants were admitted,61.0,"  $24,720","  $24,720",Rolling,,,,800 West Avon Road,Rochester Hills,MI,48307-2764
108,Rochester Institute of Technology,rochester-institute-of-technology,Private,Coed,$$$,13313.0,"71% of 19,744 applicants were admitted",89.0,"  $51,240","  $51,240",January 15,,,,One Lomb Memorial Drive,Rochester,NY,14623-5603
393,Rockford University,rockford-university,Private,Coed,$$,1002.0,"49% of 2,682 applicants were admitted",66.0,"  $30,930","  $30,930",,,,,5050 East State Street,Rockford,IL,61108-2393
1794,Rockhurst University,rockhurst-university,Private,Coed,$$$,2208.0,"72% of 3,115 applicants were admitted",86.0,"  $37,590","  $37,590",Rolling,,,,1100 Rockhurst Road,Kansas City,MO,64110-2561
695,Rocky Mountain College,rocky-mountain-college,Private,Coed,$$,850.0,"59% of 1,558 applicants were admitted",70.0,"  $30,586","  $30,586",Rolling,,,,1511 Poly Drive,Billings,MT,59102-1796
553,Rocky Mountain College of Art & Design,rocky-mountain-college-of-art-design,Private for-profit,Coed,,1079.0,Not reported,52.0,Not reported,Not reported,Rolling,,,,1600 Pierce Street,Lakewood,CO,80214
123,Roger Williams University,roger-williams-university,Private,Coed,$$$,4523.0,"85% of 8,906 applicants were admitted",85.0,"  $35,169","  $35,169",February 1,,,,1 Old Ferry Road,Bristol,RI,02809
1833,Rogers State University,rogers-state-university,Public,Coed,$$,3584.0,"89% of 1,263 applicants were admitted",62.0,"   $7,470","  $15,810",Rolling,,,,1701 West Will Rogers Boulevard,Claremore,OK,74017-3252
971,Rollins College,rollins-college,Private,Coed,$$$,2133.0,"58% of 6,167 applicants were admitted",87.0,"  $53,716","  $53,716",February 1,,,,1000 Holt Avenue,Winter Park,FL,32789-4499
811,Roosevelt University,roosevelt-university,Private,Coed,$$$,2321.0,"67% of 4,966 applicants were admitted",73.0,"  $31,493","  $31,493",Rolling,,,,430 South Michigan Avenue,Chicago,IL,60605
883,Rose-Hulman Institute of Technology,rose-hulman-institute-of-technology,Private,Men Only,$$$,2000.0,"74% of 4,350 applicants were admitted",89.6,"  $49,527","  $49,527",February 1,,,,5500 Wabash Avenue,Terre Haute,IN,47803-3999
150,Rosemont College,rosemont-college,Private,Coed,,572.0,92% of 784 applicants were admitted,66.0,Not reported,Not reported,Rolling,,,,1400 Montgomery Avenue,Rosemont,PA,19010-1699
1061,Rowan University,rowan-university,Public,Coed,,16011.0,"74% of 14,370 applicants were admitted",83.0,Not reported,Not reported,March 1,,,,201 Mullica Hill Road,Glassboro,NJ,08028-1701
1236,Rush University,rush-university,Private,Coed,,166.0,37% of 398 applicants were admitted,,Not reported,Not reported,,,,,600 South Paulina,Chicago,IL,60612-3832
1628,Rust College,rust-college,Private,Coed,$,1004.0,"7% of 5,337 applicants were admitted",59.0,"   $9,900","   $9,900",Rolling,,,,150 Rust Avenue,Holly Springs,MS,38635
1441,"Rutgers, The State University of New Jersey",rutgers-the-state-university-of-new-jersey,Public,Coed,$$,36158.0,"61% of 41,286 applicants were admitted",93.0,"  $15,407","  $32,189",,,,,"65 Davidson Road, Room 202",Piscataway,NJ,08854-8097
1440,"Rutgers, The State University of New Jersey - Camden",rutgers-the-state-university-of-new-jersey-camden,Public,Coed,$$,5739.0,"79% of 10,451 applicants were admitted",85.0,"  $15,264","  $31,500",,,,,406 Penn Street,Camden,NJ,08102-1401
1442,"Rutgers, The State University of New Jersey - Newark",rutgers-the-state-university-of-new-jersey-newark,Public,Coed,$$,9319.0,"72% of 13,732 applicants were admitted",83.0,"  $14,826","  $31,608",Rolling,,,,249 University Avenue,Newark,NJ,07102
1362,Sacred Heart Major Seminary,sacred-heart-major-seminary,Private,Coed,,264.0,100% of 4 applicants were admitted,100.0,Not reported,Not reported,August 15,,,,2701 Chicago Boulevard,Detroit,MI,48206-1799
16,Sacred Heart University,sacred-heart-university,Private,Coed,$$$,6155.0,"64% of 11,748 applicants were admitted",83.5,"  $43,070","  $43,070",Rolling,,,,5151 Park Avenue,Fairfield,CT,06825
1797,Saginaw Valley State University,saginaw-valley-state-university,Public,Coed,$$,7490.0,"73% of 7,149 applicants were admitted",74.1,"  $10,814","  $25,401",Rolling,,,,7400 Bay Road,University Center,MI,48710
19,Saint Anselm College,saint-anselm-college,Private,Coed,$$$,2043.0,"75% of 3,742 applicants were admitted",89.0,"  $42,840","  $42,840",February 1,,,,100 Saint Anselm Drive,Manchester,NH,03102-1310
1354,Saint Anthony College of Nursing,saint-anthony-college-of-nursing,Private,Women Only,,202.0,100% of 1 applicants were admitted,,"  $26,692","  $26,692",February 15,,,,"3301 North Mulford Road, Rock Valley Campus",Rockford,IL,61114
1355,Saint Francis Medical Center College of Nursing,saint-francis-medical-center-college-of-nursing,Private,Women Only,,320.0,96% of 152 applicants were admitted,,Not reported,Not reported,,,,,511 Northeast Greenleaf Street,Peoria,IL,61603-3783
25,Saint Francis University,saint-francis-university,Private,Coed,$$$,2111.0,"75% of 1,748 applicants were admitted",85.2,"  $39,378","  $39,378",Rolling,,,,"117 Evergreen Drive, PO Box 600",Loretto,PA,15940-0600
1795,Saint John's University,saint-johns-university,Private,Men Only,$$$,1605.0,"78% of 1,746 applicants were admitted",85.0,"  $49,000","  $49,000",May 1,,,,"2850 Abbey Plaza, PO Box 2000",Collegeville,MN,56321
34,Saint Joseph's University,saint-josephs-university,Private,Coed,$$$,4783.0,"75% of 8,692 applicants were admitted",88.0,"  $47,940","  $47,940",February 1,,,,5600 City Avenue,Philadelphia,PA,19131-1395
1636,Saint Joseph Seminary College,saint-joseph-seminary-college,Private,Men Only,$$,107.0,Not reported,50.0,"  $16,900","  $16,900",Rolling,,,,75376 River Rd,Saint Benedict,LA,70457
1637,Saint Leo University,saint-leo-university,Private,Coed,$$,2282.0,"72% of 5,195 applicants were admitted",68.7,"  $24,640","  $24,640",Rolling,,,,PO Box 6665,Saint Leo,FL,33574-6665
1799,Saint Louis University,saint-louis-university,Private,Coed,$$$,7217.0,"58% of 15,573 applicants were admitted",90.7,"  $45,424","  $45,424",Rolling,,,,One North Grand Boulevard,St. Louis,MO,63103
1367,Saint Luke's College of Health Sciences,saint-lukes-college-of-health-sciences,Private,Women Only,,113.0,Not reported,,Not reported,Not reported,,,,,624 Westport Road,Kansas City,MO,64111
1674,Saint Martin's University,saint-martins-university,Private,Coed,$$$,1344.0,"96% of 1,125 applicants were admitted",78.0,"  $38,560","  $38,560",Rolling,,,,5000 Abbey Way SE,Lacey,WA,98503
396,Saint Mary's College,saint-marys-college,Private,Women Only,$$$,1452.0,"81% of 2,033 applicants were admitted",82.1,"  $45,720","  $45,720",February 15,,,,1928 Saint Marys Road,Notre Dame,IN,46556
1167,Saint Mary's College of California,saint-marys-college-of-california,Private,Coed,$$$,2646.0,Not reported,83.4,"  $50,660","  $50,660",January 15,,,,1928 Saint Mary's Road,Moraga,CA,94575
1801,Saint Mary's University of Minnesota,saint-marys-university-of-minnesota,Private,Coed,$$$,1467.0,"92% of 1,498 applicants were admitted",84.0,"  $38,280","  $38,280",Rolling,,,,700 Terrace Heights,Winona,MN,55987-1399
830,Saint Mary-of-the-Woods College,saint-mary-of-the-woods-college,Private,Women Only,$$,767.0,67% of 714 applicants were admitted,66.0,"  $30,500","  $30,500",Rolling,,,,1 St Mary of Woods Coll,Saint Mary of the Woods,IN,47876
37,Saint Michael's College,saint-michaels-college,Private,Coed,$$$,1585.0,"83% of 3,965 applicants were admitted",82.8,"  $48,175","  $48,175",February 1,,,,One Winooski Park,Colchester,VT,05439
39,Saint Peter's University,saint-peters-university,Private,Coed,$$$,2423.0,"81% of 4,323 applicants were admitted",81.0,"  $38,760","  $38,760",Rolling,,,,2641 Kennedy Boulevard,Jersey City,NJ,07306-5997
42,Saint Vincent College,saint-vincent-college,Private,Coed,$$$,1560.0,"68% of 2,025 applicants were admitted",81.0,"  $36,904","  $36,904",Rolling,,,,300 Fraser Purchase Road,Latrobe,PA,15650-2690
398,Saint Xavier University,saint-xavier-university,Private,Coed,,2978.0,"83% of 5,520 applicants were admitted",72.0,Not reported,Not reported,Rolling,,,,3700 West 103rd Street,Chicago,IL,60655-3105
1639,Salem College,salem-college,Private,Women Only,$$,938.0,60% of 929 applicants were admitted,75.0,"  $29,416","  $29,416",Rolling,,,,601 South Church Street,Winston-Salem,NC,27101
1652,Salem International University,salem-international-university,Private for-profit,Coed,,631.0,Not reported,43.0,Not reported,Not reported,,,,,"223 West Main Street, PO Box 500",Salem,WV,26426-0500
44,Salem State University,salem-state-university,Public,Coed,$$,5845.0,"86% of 5,825 applicants were admitted",73.0,"  $10,884","  $17,024",Rolling,,,,352 Lafayette Street,Salem,MA,01970-5353
1640,Salisbury University,salisbury-university,Public,Coed,$$,7686.0,"74% of 8,421 applicants were admitted",80.9,"  $10,044","  $20,110",January 15,,,,1101 Camden Avenue,Salisbury,MD,21801-6837
1398,Salish Kootenai College,salish-kootenai-college,Private,Coed,,1088.0,64% of 344 applicants were admitted,,Not reported,Not reported,Rolling,,,,PO Box 70,Pablo,MT,59855-0117
45,Salve Regina University,salve-regina-university,Private,Coed,$$$,2167.0,"74% of 4,889 applicants were admitted",85.0,"  $42,920","  $42,920",February 1,,,,100 Ochre Point Avenue,Newport,RI,02840-4192
952,Sam Houston State University,sam-houston-state-university,Public,Coed,$,18783.0,"83% of 11,569 applicants were admitted",75.4,"  $10,183","  $22,633",August 1,,,,1905 University Ave,Huntsville,TX,77341
1641,Samford University,samford-university,Private,Coed,$$,3591.0,"83% of 3,912 applicants were admitted",89.3,"  $32,850","  $32,850",Rolling,,,,800 Lakeshore Drive,Birmingham,AL,35229
1133,Samuel Merritt University,samuel-merritt-university,Private,Women Only,,919.0,Not reported,,Not reported,Not reported,,,,,3100 Telegraph Avenue,Oakland,CA,94609-3108
923,San Diego Christian College,san-diego-christian-college,Private,Coed,,880.0,52% of 433 applicants were admitted,66.0,Not reported,Not reported,Rolling,,,,200 Riverview Parkway,Santee,CA,92071
956,San Diego State University,san-diego-state-university,Public,Coed,$$,30612.0,"34% of 69,842 applicants were admitted",89.0,"   $7,510","  $19,390",November 30,,,,5500 Campanile Drive,San Diego,CA,92182
3478,San Diego State University-Imperial Valley Campus,san-diego-state-university-imperial-valley-campus,,Coed,,769.0,Not reported,,Not reported,Not reported,,,,,720 Heber Avenue,Calexico,CA,92231
1130,San Francisco Art Institute,san-francisco-art-institute,Private,Coed,$$$,220.0,90% of 269 applicants were admitted,50.0,"  $46,614","  $46,614",Rolling,,,,800 Chestnut Street,San Francisco,CA,94133
709,San Francisco Conservatory of Music,san-francisco-conservatory-of-music,Private,Coed,$$$,205.0,42% of 429 applicants were admitted,76.0,"  $46,110","  $46,110",December 1,,,,50 Oak Street,San Francisco,CA,94102
775,San Francisco State University,san-francisco-state-university,Public,Coed,$$,25917.0,"67% of 34,629 applicants were admitted",79.0,"   $7,266","  $19,146",,,,,1600 Holloway Avenue,San Francisco,CA,94132-1722
768,San Jose State University,san-jose-state-university,Public,Coed,$$,27895.0,"64% of 35,287 applicants were admitted",86.7,"   $7,852","  $17,356",November 30,,,,One Washington Square,San Jose,CA,95192-0001
776,Santa Clara University,santa-clara-university,Private,Coed,$$$,5694.0,"49% of 16,300 applicants were admitted",94.1,"  $55,629","  $55,629",January 7,,,,500 El Camino Real,Santa Clara,CA,95053
46,Sarah Lawrence College,sarah-lawrence-college,Private,Coed,$$$,1433.0,"53% of 4,063 applicants were admitted",83.1,"  $57,520","  $57,520",January 15,,,,1 Mead Way,Bronxville,NY,10708-5999
1656,Savannah College of Art and Design,savannah-college-of-art-and-design,Private,Coed,$$$,12867.0,"73% of 15,236 applicants were admitted",85.0,"  $37,575","  $37,575",Rolling,,,,"342 Bull Street, PO Box 3146",Savannah,GA,31402-3146
1642,Savannah State University,savannah-state-university,Public,Coed,$$,4082.0,"83% of 2,950 applicants were admitted",62.2,"   $6,918","  $20,320",July 15,,,,3219 College Street,Savannah,GA,31404
525,Schiller International University,schiller-international-university,Private for-profit,Coed,,191.0,Not reported,,Not reported,Not reported,Rolling,,,,8560 Ulmerton Road,Largo,FL,33771
460,School of the Art Institute of Chicago,school-of-the-art-institute-of-chicago,Private,Coed,$$$,2895.0,"57% of 6,410 applicants were admitted",82.0,"  $53,160","  $53,160",April 15,,,,37 South Wabash,Chicago,IL,60603-3103
188,School of Visual Arts,school-of-visual-arts,Private for-profit,Coed,$$$,3871.0,"71% of 4,261 applicants were admitted",87.0,"  $43,400","  $43,400",Rolling,,,,209 East 23rd Street,New York,NY,10010-3994
283,Schreiner University,schreiner-university,Private,Coed,$$,1257.0,"93% of 1,194 applicants were admitted",64.0,"  $31,938","  $31,938",May 1,,,,2100 Memorial Boulevard,Kerrville,TX,78028-5697
770,Scripps College,scripps-college,Private,Women Only,$$$,1089.0,"32% of 3,022 applicants were admitted",92.9,"  $57,188","  $57,188",January 5,,,,1030 Columbia Avenue,Claremont,CA,91711-3948
1132,Seattle Pacific University,seattle-pacific-university,Private,Coed,$$$,2717.0,"91% of 4,387 applicants were admitted",80.0,"  $47,244","  $47,244",January 15,,,,3307 Third Avenue West,Seattle,WA,98119-1997
772,Seattle University,seattle-university,Private,Coed,$$$,4685.0,"78% of 7,968 applicants were admitted",88.0,"  $48,390","  $48,390",January 15,,,,"902 12th Avenue, PO Box 222000",Seattle,WA,98122-1090
3184,Selma University,selma-university,Private,Coed,,398.0,Not reported,37.0,Not reported,Not reported,,,,,1501 Lapsley Street,Selma,AL,36701-5299
48,Seton Hall University,seton-hall-university,Private,Coed,$$$,5839.0,"79% of 10,730 applicants were admitted",84.0,"  $42,170","  $42,170",March 1,,,,400 South Orange Avenue,South Orange,NJ,07079-2697
51,Seton Hill University,seton-hill-university,Private,Coed,$$$,1726.0,"77% of 2,509 applicants were admitted",78.0,"  $37,946","  $37,946",Rolling,,,,Seton Hill Drive,Greensburg,PA,15601
1667,Sewanee: University of the South,sewanee-university-of-the-south,Private,Coed,$$$,1695.0,"67% of 3,545 applicants were admitted",87.8,"  $47,980","  $47,980",February 1,,,,735 University Avenue,Sewanee,TN,37383-1000
3042,Sh'or Yoshuv Institute,sh-or-yoshuv-institute,Private,Men Only,,217.0,Not reported,85.0,Not reported,Not reported,September 20,,,,1 Cedarlawn Avenue,Lawrence,NY,11559-1714
584,Shasta Bible College,shasta-bible-college,Private,Coed,,44.0,83% of 18 applicants were admitted,63.0,Not reported,Not reported,Rolling,,,,2951 Goodwater Avenue,Redding,CA,96002
1663,Shaw University,shaw-university,Private,Coed,$$,1174.0,"63% of 4,310 applicants were admitted",57.0,"  $16,480","  $16,480",Rolling,,,,118 East South Street,Raleigh,NC,27601-2399
1265,Shawnee State University,shawnee-state-university,Public,Coed,$$,3406.0,"70% of 2,860 applicants were admitted",68.3,"   $8,556","  $14,714",Rolling,,,,940 Second Street,Portsmouth,OH,45662
1664,Shenandoah University,shenandoah-university,Private,Coed,$$,2040.0,"74% of 2,322 applicants were admitted",84.0,"  $33,830","  $33,830",Rolling,,,,1460 University Drive,Winchester,VA,22601-5195
896,Shepherd University,shepherd-university,Public,Coed,$$,3200.0,"96% of 1,370 applicants were admitted",70.6,"   $7,784","  $18,224",Rolling,,,,PO Box 5000,Shepherdstown,WV,25443
3235,Shiloh University,shiloh-university,Private,Coed,,14.0,33% of 3 applicants were admitted,60.0,"   $4,725","   $4,725",July 5,,,,100 Shiloh Drive,Kalona,IA,52247
53,Shippensburg University of Pennsylvania,shippensburg-university-of-pennsylvania,Public,Coed,$$,5274.0,"91% of 5,927 applicants were admitted",75.0,"  $12,718","  $20,510",Rolling,,,,1871 Old Main Drive,Shippensburg,PA,17257-2299
1665,Shorter University,shorter-university,Private,Coed,$$,,"61% of 1,820 applicants were admitted",53.0,"  $22,370","  $22,370",August 25,,,,315 Shorter Avenue,Rome,GA,30165
55,Siena College,siena-college,Private,Coed,$$$,3191.0,"81% of 7,728 applicants were admitted",86.3,"  $39,500","  $39,500",February 15,,,,515 Loudon Road,Loudonville,NY,12211-1462
1748,Siena Heights University,siena-heights-university,Private,Coed,$$,2130.0,"73% of 1,722 applicants were admitted",68.0,"  $27,152","  $27,152",Rolling,,,,1247 East Siena Heights Drive,Adrian,MI,49221-1796
769,Sierra Nevada College,sierra-nevada-college,Private,Coed,$$$,350.0,64% of 830 applicants were admitted,56.0,"  $35,508","  $35,508",Rolling,,,,999 Tahoe Boulevard,Incline Village,NV,89451
56,Simmons University,simmons-college,Private,Women Only,$$$,1777.0,"73% of 2,933 applicants were admitted",83.0,"  $43,330","  $43,330",February 1,,,,300 The Fenway,Boston,MA,02115
1746,Simpson University,simpson-college,Private,Coed,$$$,1305.0,"81% of 1,611 applicants were admitted",78.0,"  $42,246","  $42,246",Rolling,,,,701 North C Street,Indianola,IA,50125-1297
725,Simpson University,simpson-university,Private,Coed,$$,790.0,52% of 627 applicants were admitted,82.0,"  $30,200","  $30,200",August 1,,,,2211 College View Drive,Redding,CA,96003-8606
1283,Sinte Gleska University,sinte-gleska-university,Public,Coed,,869.0,Not reported,,Not reported,Not reported,August 20,,,,"101 Antelope Lake Circle, PO Box 105",Mission,SD,57555
57,Skidmore College,skidmore-college,Private,Coed,$$$,2662.0,"30% of 11,102 applicants were admitted",91.4,"  $56,172","  $56,172",November 15,,,,815 North Broadway,Saratoga Springs,NY,12866
60,Slippery Rock University of Pennsylvania,slippery-rock-university-of-pennsylvania,Public,Coed,$$,7538.0,"73% of 5,369 applicants were admitted",81.0,"  $10,517","  $18,233",Rolling,,,,1 Morrow Way,Slippery Rock,PA,16057-1383
61,Smith College,smith-college,Private,Women Only,$$$,2531.0,"32% of 5,597 applicants were admitted",94.3,"  $56,114","  $56,114",January 15,,,,7 College Lane,Northampton,MA,01063
1961,Soka University of America,soka-university-of-america,Private,Coed,$$$,406.0,40% of 502 applicants were admitted,94.0,"  $33,962","  $33,962",January 15,,,,1 University Drive,Aliso Viejo,CA,92656
802,Sonoma State University,sonoma-state-university,Public,Coed,,8565.0,"92% of 14,129 applicants were admitted",80.0,Not reported,Not reported,Rolling,,,,1801 East Cotati Avenue,Rohnert Park,CA,94928-3609
1644,South Carolina State University,south-carolina-state-university,Public,Coed,$$,2155.0,"66% of 2,631 applicants were admitted",68.0,"  $11,060","  $21,750",July 31,,,,300 College Street Northeast,Orangeburg,SC,29117-0001
3032,South College,south-college,Private for-profit,Women Only,,686.0,100% of 47 applicants were admitted,35.0,Not reported,Not reported,October 1,,,,720 North Fifth Avenue,Knoxville,TN,37917
927,South Dakota School of Mines and Technology,south-dakota-school-of-mines-and-technology,Public,Coed,$,2485.0,"85% of 1,368 applicants were admitted",78.4,"  $10,560","  $14,820",Rolling,,,,501 East Saint Joseph Street,Rapid City,SD,57701-3995
774,South Dakota State University,south-dakota-state-university,Public,Coed,$$,10073.0,"90% of 5,861 applicants were admitted",78.3,"   $9,200","  $12,675",Rolling,,,,Box 2201,Brookings,SD,57007
3236,South Georgia State College,south-georgia-state-college,Public,Coed,,2579.0,Not reported,,Not reported,Not reported,Rolling,,,,100 West College Park Drive,Douglas,GA,31533-5098
3482,South University - Austin,south-university-austin,,Coed,,,Not reported,,Not reported,Not reported,,,,,1220 West Louis Henna Boulevard,Round Rock,TX,78681
3483,South University - Richmond,south-university-richmond,,Coed,,,Not reported,,Not reported,Not reported,,,,,2151 Old Brick Road,Glen Allen,VA,23060
528,South University - Savannah,south-university-savannah,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,709 Mall Boulevard,Savannah,GA,31406
3484,South University - Virginia Beach,south-university-virginia-beach,,Coed,,,Not reported,,Not reported,Not reported,,,,,"301 Bendix Road, Suite 100",Virginia Beach,VA,23452
1745,Southeast Missouri State University,southeast-missouri-state-university,Public,Coed,$$,9524.0,"84% of 4,638 applicants were admitted",75.3,"   $7,800","  $13,830",Rolling,,,,One University Plaza,Cape Girardeau,MO,63701-4799
1341,Southeastern Baptist College,southeastern-baptist-college,Private,Coed,,79.0,Not reported,,Not reported,Not reported,Rolling,,,,4229 Highway 15 North,Laurel,MS,39440-1096
518,Southeastern Baptist Theological Seminary,southeastern-baptist-theological-seminary,Private,Coed,,557.0,92% of 252 applicants were admitted,90.0,Not reported,Not reported,July 20,,,,120 South Wingate Street,Wake Forest,NC,27587
1648,Southeastern Louisiana University,southeastern-louisiana-university,Public,Coed,$$,13296.0,"91% of 4,325 applicants were admitted",68.0,"   $8,329","  $20,807",Rolling,,,,548 Ned McGehee Drive,Hammond,LA,70402
696,Southeastern Oklahoma State University,southeastern-oklahoma-state-university,Public,Coed,,3135.0,"74% of 1,115 applicants were admitted",62.7,Not reported,Not reported,Rolling,,,,1405 North 4th Avenue,Durant,OK,74701-0609
1650,Southeastern University,southeastern-university,Private,Coed,$$,7708.0,"48% of 4,996 applicants were admitted",68.0,"  $26,620","  $26,620",,,,,1000 Longfellow Boulevard,Lakeland,FL,33801-6099
